"original_story","reordered_story"
"Tim dressed up as Santa for his two year old son | He walked into the house dressed in the costume | Tim went over to his son to say hello | His son burst into tears | Tim learned that his son is terrified of Santa","12435"
"Bob wanted to build a mill at his house | He had always dreamed of becoming a miller since he was a child | Bob worked hard at a boring job | He saved up enough money to build a mill | Bob quit his job and became a miller like he had always dreamed!","41235"
"Dan had worked at the firm for 10 years | He poured his heart and soul into his work | This was his dream career | Dan got a call from his boss | It was time he got promoted!","12345"
"Jim's favorite animal was the penguin | He had penguin posters and penguin bedsheets in his room | With his birthday coming up, he knew exactly what to ask for | Jim asked his parents for a pet penguin | Jim's parents laughed in response","53412"
"Tom got a new white area rug | His girlfriend was clumsy | She dropped wine on it within days | The stain never really came out | They got into a big fight over it","43215"
"It was the 4th of July | But Tim hated loud noises | So he stayed in his room and wore ear plugs | And he wished the night would end | But he regret being grumpy after his mom brought him some chili dogs","24153"
"My mom asked me what I wanted to eat | I told her that I wanted a hamburger with french fries | When she came home, she brought huge bag of groceries | When, I looked inside, here was only raw meat and vegetables | She changed her mind about fast food and decided to cook","23145"
"I had a stroke and need special shoes | I was heading out today | I could not find my right shoe | I started to panic, until I found the shoe under a blanket | I vowed to keep my shoes together from now on","54213"
"Yesterday I noticed my hair was damaged | I needed to repair it | I went to the store to get a mask | I put it on my hair for awhile | When it was done my hair felt amazing","54213"
"Nate was sleeping on the shuttle | When the bus made a wide turn, a water bottle fell out of his bookbag | It landed on the ground and rolled forward | Nate woke up and noticed where the bottle is | He decided to get it once the bus arrived to his stop","24153"
"Brian has been going through a bad breakup | His girlfriend of three years just left him | He's been staying at home all week | He won't even let his friends see him | Everybody hopes that he gets over it soon","24153"
"Lance was deciding weather to come out to his friends and family | He was very nervous about the whole situation | He decided he liked boys instead of girls | He swallowed his pride and decided to tell his mother | He came out of the closet to his friends family","13245"
"Lidia received braces as a kid | After getting them off, she didn't wear her retainer | Her teeth moved drastically | She reached her 20's with crooked teeth | Now she has to pay thousands of dollars for her young mistake","43215"
"Kate and her friends were at a dead club in Las Vegas | There were less than 100 people inside | The dance floor was almost empty | But they decided to make the most of it | They stood on the dance floor pretending to enjoy themselves","31425"
"Crysta's mom called her often, usually three times a day | Her mom always had opinions on how she was raising her kids | She would tell Crysa that she was being too hard on them | Crysta finally got upset and hung up on her mom | Her mom tried to call her back but Crysta would not answer","31425"
"Tasha stood outside her apartment | It was raining outside | She tried hailing a taxi, but none of them would stop | Tasha decided to walk instead | She got where she was going but also got very wet","52143"
"Annette is very mean | She always gets invited to Megan's birthday party | Megan decided to not invite Annette to her party this year | She discovered her party was much more fun without Annette | Megan feels good about her decision","53241"
"Barry has a grand garden in his backyard | Barry noticed a lot of fruits were ready to be picked | Barry got his basket and picked apples from the tree | Barry realized he had more fruit than he can personally eat | Barry decided he would give some of his fruit to his neighbors","35412"
"Mom makes the best spaghetti sauce | As she was cooking, she got a phone call | She was not paying attention and put in too much salt | She served the sauce and everyone ate it | When mom tasted it, she couldn't believe how bad it was","32541"
"Margaret had a strange neighbor | He was an old man who liked to play the clarinet | One day Margaret decided to ask him about his clarinet | They ended up talking for hours | Margaret decided he wasn't so strange after all","25134"
"Been used to run track | His favorite distance was the 400 meter | Once at practice, though, Ben had an accident | He was halfway through the 400 meter when he slipped on the gravel | He skinned his knee, and though embarrassed, Ben got up and finished","12534"
"Bill was playing with his friends | They dared him to climbed the tall tree | They said he was chicken if he didn't do it | Bill thought long and hard | He decided to go find better friends","54213"
"I watched the first few episodes of a cartoon but didn't like it | I thought my friend would like it | I told her about it and encouraged her to watch it | Now she is obsessed with this cartoon | We joke about how I dislike it but allowed her to find it","45123"
"Tanner was an actor in a play | He was supposed to be at the auditorium for opening night | Unfortunately, his sister was sick and he was held up | Finally she was able to get to sleep and he left for the show | When he got there, he was too late and they had sent in an understudy","53142"
"Alex loved his new computer | He would play on it everyday | One day his computer crashed and wouldn't turn on anymore | Alex became suicidal | One day his father fixed his computer and Alex was no longer suicidal!","21345"
"T'Pol was an African tribal chief | He went into his chambers to contact the spirits | He asked them why his people were contracting Ebola | Then T'Pol realized something | They just needed to bury their dead instead of touching them","34251"
"John's baseball team came in last place last year | That is about to change | John and the other players worked harder to get better | His team got first place | They even won championship","52413"
"Angel forgot to set her alarm | She woke up when the light came in through the window | Angel looked at the clock and saw she was late for work | She called her boss and told him she overslept | The boss laughed and told her to take her time coming in","25431"
"Tina was shopping for her son's first birthday | She had everything she needed except for the perfect cake | She was perusing the shelves but nothing stood out | Luckily the baker offered to show her some special new cakes | Tina found the perfect one for her son and thanked the baker","41235"
"Forest was doing construction work | He needed to break apart cement | He tried using a regular hammer, but was unsuccessful | He then tried using a larger sledgehammer | He was able to easily break the cement","35421"
"Cherri's boss was getting on her nerves | She decided to take her first sick day in Years | She went to the beach on her day off | She found several co-workers there as well | Half of the office came back to work the next day tanned","32451"
"Bob was concerned about his old water heater | He didn't have the money to afford a new one | Bob called a plumber to inspect it | The plumber replaced the rod and said it should last another decade | Bob was very relieved he didn't have to replace the whole heater","32514"
"Spirit came back to the house, but something was wrong | Timmy Jackson had been riding Spirit, yet she'd returned without him | A search party combed the forest for 2 days looking for Timmy | Fortunately Timmy was a prankster, and had just gone home | When his parents found out, he got his ass beat","53124"
"Sarah lived alone | She wanted company because she was lonely | She decided to buy a dog | The dog was very fluffy | The dog made Sarah happy","41325"
"Jenny wanted to spend the day at the beach | She gathered her towel, sunscreen and beach umbrella to take | Once she got to the beach, she picked out a perfect spot to relax | Jenny watched the waves roll in and felt the hot sun on her skin | After a few hours, Jenny decided it was time to leave and went home","13254"
"Martin took out his old baseball bat | He swung it | It seemed heavier than before | He swung again and hit a lamp | Martin swept up the glass off the garage floor","35412"
"Tony liked eating snack foods | Chips and salsa were his favorite | Whenever he was hungry, he'd pour a bowl of salsa | He could eat the whole container in a weekend | Tony decided to start making his own salsa","34215"
"Jim lived too much in the past | He loved retelling old stories, ignoring the present | His children worried about him | They tried to distract him with stories they had just experienced | But Jim couldn't escape the trap of his mind","52431"
"Kevin was hungry | He couldn't find anything to eat in the kitchen | Kevin drove into town to eat | He got a burger at a fast food restaurant | Kevin felt full","43251"
"Hannah was excited to prank people on April first | She had a good idea to fill her bottle with salt water and offer sips | All day people asked for a sip of water only to taste salt | By the end of the day everyone knew about the prank | Still Hannah had fun while it lasted","54213"
"Last month I took my very first trip to New York City | I was super excited to stay near Central Park | The trip was going well until I got bitten by a stray dog | I had to be rushed to the hospital | Thankfully I was alright but it was still scary","12345"
"Jessey has always hated doing dishes | Her mother used to make her do the dishes when she was young | If she didn't do them right, her mom would hit her | Because of that, she always feels angry doing dishes | Her roommate doesn't understand why she hates doing dishes","14235"
"Bella wanted a tablet | So she went to an electronics store | She compared her choices | But she bought one with low storage space to save money | Bella later regret not spending more money","14532"
"Brenda was a single mom | Brenda's child was two years old and named Kyle | One day Brenda heard Kyle reading a newspaper article | Brenda was stunned by this, and took Kyle to be tested | The researchers told Brenda that Kyle was a rare breed of genius!","41532"
"Frank was driving on a highway | Suddenly, his car began to stall and Frank had to pull over | After investigating, Frank realized his car was broken | Frank picked up his phone and called for help | After an hour or so, a towing vehicle arrived to help Frank","14523"
"Ann had what she thought was a decent grade in math class | She had a b grade | Later she found out it was not good enough | Her teacher said she needed above a 90 | Ann realized she had to try better next year","12453"
"Jason wanted to get food | He asked his friend, joe, where he wanted to go | They went to applebee's | Joe drove there | It was closed","42531"
"Gina's siblings, and friend were playing Spades | Gina left the game to watch a sci-fi show she liked | Her siblings disliked the show | So she was rarely able to watch it | But with them occupied at least she was able to finish an episode","53241"
"I woke up not feeling like working | I had zero motivation to get started | After I took a shower, I checked my email | I found a $20 bonus and was happy | It was the encouragement I needed to start my day","42153"
"Bob's wife wanted to watch a movie about a dying mother | Bob had no desire to waste an evening watching a chick flick | However, he decided to watch the movie | His actions earned him brownie points | The next time Bob want to watch a game his wife didn't complain","24513"
"The news agency reported a scandal | People were interested in it | The news started covering the scandal exclusively | Eventually people grew tired of the scandal | The news agency changed their reporting","45132"
"Birds are fun to watch and listen to | There are many birds in our city | We went downtown and sat on a park bench | Pigeons left many wet droppings and Mike got some on his shirt | Maybe not all birds are fun","43521"
"Carlita didn't play an instrument but she loved music | She joined the color guard of the Jefferson High marching band | It was a great way meet people and show her school spirit | Her costume made her feel beautiful and dramatic | The flag she used for the show was as bright as her smile","54213"
"I could not find my cat | I looked all over my house for him | When I couldn't find him, I started crying | As I cried, something rubbed against my leg | It was my cat!","41235"
"Tony was lined up on the start in his car | The flag waved and he was off | He zoomed around the race track | Each lap he raced he got quicker and quicker | He won the race and easily beat his the other racers","21534"
"Ronald was taking intro to Anatomy | He was grouped with three beautiful women | He had no idea what to really expect being sheltered all his life | His face turned bright red as soon as the teacher started speaking | The group giggled but Ronald learned quite a few things","14235"
"Nick was tasked with moving merchandise | He loaded all of the crates onto a cart | It was quite heavy so he couldn't move it himself | He called his friend to help him | Together they moved the whole cartload of merchandise","52134"
"When Melissa came home, her daughter was sobbing on the sofa | She asked her what had happened | It turned out that a bully had stolen her daughter's teddy bear | Melissa called the school's principal | And she asked to have the bully punished for what he did","42351"
"Joe decided to go to Switzerland | It was incredibly cold there | He caught a nasty cold | Joe came back home | He vowed never to leave sunny California ever again","45132"
"I tried to buy a car from a dealer in 2000 | We signed an agreement for a car without air conditioning | The dealer backed out of the agreement | I sued the dealer in small claims court for breach of contract | The judge ruled in favor of the dealer","52134"
"Adam was a great tennis player | He won many awards playing tennis for clubs and at his school | Adam was about to graduate | A college offered him a tennis scholarship | Adam accepted the scholarship and attended the college","53412"
"Danielle loves to travel with her mom | One year they went to Mt Pilatus in Switzerland | At the top Danielle got separated from her mom | After two hours of searching she gave up and went down to the bottom | There was her mom relaxing in a local cafe","43125"
"Freddy was a very young very smart boy | He had his own computer and knew several programming languages | He decided to try to hack into NASA's server to find proof of aliens | NASA didn't notice until Freddy had stolen a lot of data | Freddy eventually got caught and never did find any evidence","34125"
"Matt learned that beans were a healthy food | He decided to eat some | Matt ate a big bowl of beans for dinner | He felt full and satisfied | He was happy to be eating healthy food","25314"
"Evan went for a walk in the woods | He carried his water bottle with him in case he got thirsty | He dropped his water bottle on the ground | As he reached for it, his hand brushed against some poison ivy | Evan spent the next few days itching the rash it caused","51243"
"Jackie was participating in an engineering program | Their class got to build a robot to compete in a race | The robot took a lot of time and effort | In the end, it pulled through | Their robot made it into the final round!","25143"
"Tommy was partying hard the night before | He slept past his alarm clock | He woke up late to his final exam | He rushed to class and made it with 30 minutes left | He was able to complete his test even though he was late","21435"
"Joe was playing a game on cards | He was very competitive and played with his friends | Joe wanted to win so badly | He put all of his money into this game | Joe draws a full house and wins the whole jackpot","34152"
"John needed his laundry done | John gathered his laundry | John visited a nearby laundry shop | John dropped his laundry off | John returned the next day to retrieve his clean clothes","35142"
"Ryan decides that he needs to lose weight | However, he hates working out | Ryan decides to stop eating so much | He cuts carbohydrates as part of his new diet | Ryan is glad to be trying to lose weight","15324"
"Fred had always wanted to try painting | He asks a friend to pose for a portrait | His friend agrees to pose for him | Fred paints a terrific portrait of his friend | He is very proud that he has finally tried painting","23415"
"Tom wanted to buy a new tv | He figured there would be good sales on Black Friday | Tom found the perfect one | He bought it online and picked up in store | He still dealt with big crowds, but it wasn't nearly as bad","42315"
"Tina was having her birthday party | It was quite exciting | But when she opened gifts everyone got her the same thing | She was rather horrified | Tina didn't want the gift","31254"
"The tech store was having a deal | They were giving away free headphones with a purchase | Everyone went crazy | So many wanted headphones | So the store went sold out right away","14532"
"Jake was driving his car on the highway | He heard police sirens behind him | A police officer pulled him over | The police officer told him he had a broken taillight | The police officer told Jake to get it fixed","25314"
"Since my father destroyed my kidney, I've had high blood pressure | I've been taking medication to lower it for 20 years | The medication controlled my heart rate, so it made me tired always | The doctor sent me to a nephrologist | They said there was nothing they could do","21453"
"In a heated chess match, Mike was two moves from winning | His opponent moved his king on space toward Mike | Mike laughed and positioned his queen | Mike had put the king in check and the other played panicked | One move later Mike had the other player in checkmate","23154"
"Mitch stayed at a hotel for a week one time | The maid would change his sheets even though she didn't have to | On the last day Mitch was there he left a large tip for the maid | When Mitch was checking out, the maid came up to him and thanked him | Mitch told her she deserved it and smiled as he walked away","51243"
"My cousin came to town to visit yesterday | We went to a park and played with his model plane | After, we had dinner at our house | When he left, he gave me his old plane controller | I hope my cousin comes back to visit again soon","41523"
"Tom's parents told him to stay away from the woods | He decided to not listen and went into the woods | While walking he came across a skunk | He stayed still but the skunk sprayed him | Tom had take tomato baths for a week","45321"
"Fall allergies had begun | She awoke with swollen eyes and a runny nose | Her eyes were even beginning to tear up | She took some benadryl in her night stand | She fell back to sleep because they made her drowsy","43521"
"The man brought his groceries to the cashier | The cashier rang up the groceries | The man couldn't find his wallet | He left the store embarrassed | He went to another store to do his shopping the next time","34251"
"Cathy loved socks | She had all different kinds | She was happy when she got a new pair for her birthday | They were brightly colored and had cats on them | Cathy happily wore her new socks to school the next day","12354"
"Cindy was a waitress | She worked at a bed and breakfast | She never got paid less than fifty dollars in tips | Today was an exception | Cindy made three hundred dollars","23415"
"Roger is a basketball player for his community | He is currently in a close game | His team is down by 1 point with 10 seconds left | The ball is passed inbound to Roger | Roger takes the shot and swish it goes in!","15234"
"Ed was computer savvy, and fixed computers for his family | One day, Ed's father brought an old laptop by | Ed's father said the old laptop wouldn't work | Ed asked his father if he had tried pushing the power button | Ed's father pushed the power button, and the laptop started working","15234"
"I took my friend to some off road trails | He managed to get stuck climbing up a ledge | I tried to push him off from above | I ended up running over the front of his grill and headlamp | His wife later wanted to know how we managed to do that kind of damage","32541"
"Kim was trying to get to work | She couldn't find her car keys anywhere | Finally she noticed a sound coming from her dog | He had been carrying them around the whole time | Kim got the keys and ran out the door","53142"
"Jessica found it hard to be serious around John | John was always so serious himself, it made her giggle senselessly | John asked her to stop as he didn't get why she always laughed | Jessica told him she would if he smiled | When he smiled, she smiled, but didn't giggle","52314"
"Dan came into contact with a rehab therapist | The therapist showed him several exercises to build body strength | Since Dan was really skinny, exercising was hard | For the past two month, he remained persistent | He ended up with several muscles","32415"
"Karina eats fruit daily | Karina likes apples, oranges, kiwi, and berries | Today Karina ate an apple | Karina's apple was red and very sweet | Karina ate a waffle after she ate her apple","52413"
"Tom was at the beach with friends | He had too much fun and forgot to put sunscreen on | Within hours someone pointed out how red he was | Tom was severely sunburned | He had to leave and get special healing lotion","24351"
"Randy is outside cutting down trees | He cuts down a bunch of trees | Randy gets tired | As he is cutting down the last tree it falls on him | The tree breaks Randy's neck","42351"
"The spy was going on a mission | He had to infiltrate isis | He tried to join and they let him | They later on caught him taking on the phone | They killed him","21534"
"Diana had a problem with her phone screen | She took it to a repair store | The assistant talked to her about the problem | He confirmed that he would be able to fix it | When she came back a week later, he said that the phone broke","14352"
"My brother's cat likes to leave the apartment | One day my brother went to work | He came home and found the cat in the hall | She had sneaked out when he opened the door | The cat was hungry and went home eagerly","23541"
"The steering wheel in Eli's car was disgusting | It was breaking up and melting in the heat | It would get tar-like stuff on his hands when he drove it | Eli bought and installed a leather wheel cover | The problem was entirely solved and Eli had no more wheel concerns","21453"
"It was Christmas and I didn't expect much | I was poor when I was little so I was just happy to get what I could | Finally, it was my turn to get a present | I unwrapped the present and I was excited to see what I got | It was a new video game console","54321"
"Andy had subscribed for a magazine | He never read it | The magazine subscription was about to expire | Andy didn't have the money to subscribe | He let the subscription run out","23514"
"Michael's dad took him to the carnival | They saw a balloon vendor | Michael wanted a red balloon | The vendor was sold out a red balloons | Michael sadly got a blue balloon instead","52431"
"One day Zoey and her friends went to the planetarium | They got a front row seat | The show was awesome | They saw lots of different planets and stars | They had a lot of fun","21345"
"Jean stopped for coffee on her way to work | As she was driving, she had to stop suddenly | Hot coffee splashed onto her leg | Fortunately she was wearing long pants | It hurt a bit but it wasn't serious","12534"
"Mandy was invited to a party | She didn't know what to wear | Someone told her she should get a black dress | She had one, but it was way too small for her | She ended up attending the party with jeans and a t-shirt","51234"
"In the city of Compton, Jason pulled into a gas station for gas | Another guy got out of a car and walked up to Jason | The guy wanted to talk to Jason about his car | Jason pumped his gas and replaced the gas nozzle on the pump | Jason opened his car door and the guy punched him and took his car","21543"
"The team refused to practice | The coach tried to change their mind | The team ignored the coach | They played a game on Saturday | They lost the game horribly","14325"
"Grace was having trouble with her classes | She discovered that part of the problem was her vision | She went to the doctor and got a pair of contacts | She now can see better | Grace also has better grades in school","41235"
"Dale was driving home from work one evening | A dog ran out into the road | Dale slammed on his brakes and barely missed it | The car behind him slammed into his car | Dale had to swap insurance information","12543"
"The man cleaned his ear | His ear still felt clogged | He went to the doctor | The doctor cleaned the man's ear | The man felt better","51243"
"I enjoy cat fishing with my husband | We were at the lake one night with shrimp for bait | I felt a tug at my line, and knew I had something big | It seemed like hours while I reeled my fish in | I ended up with a twelve pound catfish!","52431"
"Ronald was really excited to get the newest iphone | He waited in line for hours until he finally bought one | He was so excited that he immediately took it out of the package | Ronald ran back home but ended up tripping and breaking it | Ronald was angry with himself and had to walk back to the store","21534"
"The Tigers were getting ready to play in the championship game | All the players were excited to get the game started | They were playing their cross team rivals | As the game begins the Tigers jumped out to an early lead | After a hard fought battle the Tigers won the Championship","34251"
"Tommy wanted to buy a new computer | After some research he decided to build a PC himself | He found a site that spelled out compatible parts lists | He shopped around for the cheapest parts he could get | The PC he made was more powerful than computers twice its price","34152"
"Andrew wanted a new homophone | His old one was messed up | So Andrew went to the store to get one | Andrew bought a nice new one | Andrew was happy of the choice he made","35421"
"Yesterday I made some good hot chocolate | The hot chocolate was delicious | I made it with white chocolate | I also put whipped cream on it | It was the best ever","24153"
"Bogart lived on a farm | He loved bacon | He decided to buy a pig | Shortly after, he grew fond of the pig | Bogart stopped eating bacon","41352"
"Shelle loved to play tennis | However her backhand was horrible | She decided to start taking lessons to work on it | She started getting better and better | Eventually she had the best back hand on her team","54123"
"Kevin was a faster runner than Charles | But Charles desired to be faster | They both joined the track team but Charles was more serious | Charles noticed he practiced a lot more than Kevin | One afternoon, for fun, they raced and Charles won","52431"
"The band had waited all year for battle of the bands | They practiced quite a bit and were hoping to do well | On the stage they played ok but the crowd didn't seem into it | All of a sudden, a shower of sparks from the lighting appeared | The crowd assumed this was an effect and voted so the band one","42135"
"I ordered something online a week ago | But it kept getting delayed | So I complained about this problem | And I was expected to receive a $35 gift card | But my gift card took several months to arrive","25143"
"Elise went to the store | In the wine aisle, she got down to look at the bottom shelf | She picked up a bottle with a picture of a rooster on the label | Then she read the description of it on the back | She decided to buy the bottle because of the rooster","35421"
"Frank has had difficulty sleeping for months | His doctor tells him to stop drinking so much coffee in the afternoon | Frank gradually decreases his coffee drinking habit | Finally he finds it easier to fall asleep | Frank is very happy that he can sleep more easily","42513"
"Jonathan did not like the beach a lot | One day it was very sunny | Jonathan decided to visit the beach once more | Jonathon had a very good time at the beach | After that, Jonathan visited the beach a lot more","54231"
"A man went out early one morning | It was freezing cold, so he wore his winter coat | By midmorning, he was uncomfortably hot | By noon, he found himself sweating uncontrollably | He resolved, next time, to check the day's overall forecast","45123"
"Brad is taking a walk in the woods | It's what he does to get away from it all | Brad see's something brown in the woods | He notices it's a huge bear | Brad runs quickly back to safety","41352"
"Neil flew into Lebanon and checked into his hotel | Then he went to the local market, called a souk | He shopped there for clothes, food, and jewelry | He bought lovely souvenirs for his family | He couldn't wait for them to see his Lebanese finds!","34125"
"John went through security at the airport | He removed all items from his pockets | He went through scanner | It beeped | They found out he forgot to take his belt off","24513"
"My friend is a philosophy teacher | He has always hated tv | He claimed they could corrupt his children's minds | He has destroyed a few tvs in his lifetime | He has a tv now but uses it only to watch dvds","14532"
"James was nervous for his job interview | He had just recently graduated from college | James arrived to the job interview early | When he was called he suddenly remembered he forgot his resume | Fortunately the interviewer had a copy on his laptop","15324"
"Mary takes a daily medication for a chronic condition | One day, she noticed she had run out of pills | She submitted a refill request to Walgreen's | She received a text message when the prescription was ready | She picked up the prescription that same day","32415"
"I had backstage passes to meet my favorite music artist | I had dreamed of this day my whole life | When I finally met him, he was mean and rude | He was so rude, I abruptly left and opted out of a picture with him | I later threw away all memorabilia and CD's from this artist","32514"
"Ben wanted a dump truck for Christmas | He wrote it in a letter for Santa | Then he gave the letter to his mom to mail | On Christmas, he rushed downstairs excitedly | And there under the tree was a big new dump truck!","51324"
"Nancy and her boyfriend were fighting | She used to write him notes | She mentioned he wasn't romantic in the fight | He went to his room and got all the notes he had collected | She was touched he had kept them","43512"
"Jane was listening to the radio while driving | She heard a good song on the radio come on | As she crested a hill, the signal turned to static | She tried to find another good song on a different station | The best she found was talk radio","45321"
"Martha liked to knit socks | She would spend all day making many pairs | She usually donated them to a children's hospital | She took a huge box full of them to donate | The kids were all very happy","35214"
"Whitney needed new makeup | She went to the local department store | While there she went to the MAC counter | They helped her pick out the perfect shades of blush and lipstick | Whitney cannot wait to sport her new makeup","32541"
"Sharon was an Army recruiter | She visited the local high schools to speak with graduates | She wanted to help them see the benefits of the joining the Army | Sharon spoke with hundreds of teens but many chose not to join | She was just happy to be able to help the few she could","35124"
"Harry was afraid of heights | His friends convinced him to hang glide | Harry set up life insurance | He jumped off the cliff | He flew into a building","15432"
"Sam and his friend Steve went to the beach | They found an uncrowded space near the pier | They decided to go for a swim | When they got back to the chairs they saw that their cooler was gone | Sam said his car keys were in the cooler","24135"
"Jennifer decided to grill some corn one day | She went outside and preheated her grill | She peeled back the corn husks and removed silk | She then wrapped each ear of corn in aluminum foil | She placed them on the grill","25143"
"My friend's sister had a bulldog | The dog wandered out on the street one day | It was killed by a car | She bought the same type of dog a year later | She keeps a close eye on it","31542"
"Tom loved smoothies | Tom bought a new blender | Tom broke the blender on the second day of use | Tom was unable to return the blender | Tom had to buy another blender","41253"
"Mark and Amy's mom died and they were cleaning her condemned house | There was a painting of their old mother on the wall and they argued | Neither of them wanted it but thought the other should take it | Mark finally told Amy he was just leaving it for the bulldozer | Amy was guilty and took it, only to discover $10,000 behind it!","45132"
"Annie woke up one morning to her baby's crying | This time something seemed off so she rushed to check | The baby's voice sounded weak and sick | She took him into the doctor that day | Luckily they were able to give him medicine to help","51243"
"Ava's parents got a new puppy | At first Ava didn't like it | It barked a lot and peed everywhere | But soon it got better and quieter | Very soon, Ava loved her family's new puppy!","23514"
"Tom moved into a new apartment | He was playing music one night | His neighbor knocked on his door to complain | Tom apologized and said he didn't realize it was so late | The neighbors accepted and Tom never did that again","14235"
"Lisa went to a steak restaurant | When she ordered a steak it had issues | She had to send it back | Yet when she got it back it had a bite out of it | Lisa was horrified","15243"
"My grandpa smoked since he was thirteen | When he was seventy two he developed throat cancer | He fought very hard and for a long time to beat it | It was the scariest time in my life | He passed away three years ago and I miss him so much","24513"
"Grace was doing an experiment for her science fair | She had been working hard on the project for months | One day, a jealous classmate tried to destroy her display | Luckily she salvaged it just before the judges arrived | Even botched her experiment won the first place ribbon","51243"
"Nick had an amazing smile | But when his wisdom tooth grew weird, it pushed his teeth askew | He asked the dentist if he could do anything about it | The dentist removed the wisdom tooth but couldn't do more | Nick had to accept his new smile","31245"
"Fisher loved to go fishing every single day | He enjoyed it so much he went with his friends | After a while, he became the best | One day, he caught a very big fish | Then, he was on TV for finding the biggest fish","45312"
"My grass was turning very brown | I went to the hose in my backyard | I turned it onto the shower setting | I sprayed water across my yard | I went inside and relaxed on the couch","234152314523145231452314523145"
"The cat smelled a shoe | It smelled like another cat | The cat urinated on the shoe | The owner put the shoe on later | He was surprised it was soaked with urine","54312"
"My children asked for a pet for Christmas | I decided I would buy them one as a gift | I went to the pet shop | I chose 2 young kittens and brought them home | My children were pleased with their new pets!","35214"
"Every year my office sends me to host a job fair | I have to sit around and try to tell kids about my company | I market candles for a living | I don't even want to hear about my job | At the end of every fair I am lucky to have one signature","14532"
"My brother bought a 32 inch television | I wanted to buy a television as well | I bought a 40 inch television to out do my brother | My brother then went out and bought a 50 inch TV | After that we both laughed at our foolish decisions","23514"
"I went to the mall today to get a few items | But when I was there I saw a candy store | I decided to walk in | I was amazed at all the items and tried a lot of samples | I ended up spending about one hundred dollars","45213"
"A man saw the sprinkler was broken | He ran to fix it | He got all the parts he needed | He dug up the sprinkler | The sprinklers were fixed","35214"
"The manager of a printing company answered the phone | A client asked if he could do a rush job by the end of the day | The scale of the job was very big so the manager said no | The client said if it was a money issue then he would pay any price | The manager thought for a second and then agreed to do the job","14325"
"John's favorite artist just came out with a new CD | So John drove to the store to get it | John took the CD home to listen to it | John listened to it all day | It was the best album he has heard","51342"
"I seen the first Star Wars movie when I was ten | I fell in love with the Star Wars movies | I never thought they would make a new Star Wars movie | A new Star Wars movie is coming out at the end of 2015 | I'm going to wait in line for a week before the premier","32541"
"John loved race cars | One day while in town, he noticed a car show | John and his father admired all the racing cars in the car show | John was able to sit in one of the race cars | John said this was the best day of his life!","41532"
"Albert really loved pencils and pens | He decided to open a stationery store | He bought lots of inventory for the store | He advertised in the local paper | Lots of people came to his grand opening at the end of the week","51324"
"I was out my house alone at night | I felt lonely, so I called my friend | He said that he was currently on the phone with another friend | We thought it would be fun to get together | We all met up at my house and watched a movie","51423"
"Mitchell's neighbors went on vacation a month ago | They asked him to watch their house while they were away | A hurricane formed over the gulf and it headed his way | His neighbors didn't anticipate a storm and left their house unboarded | Mitchell bought lumber and boarded up his neighbor's' home","54321"
"Joe's family was growing | He was getting ready to welcome his fifth child | Joe needed a bigger car but didn't want a minivan | Joe had to buy a minivan because of its price and number of seats | Joe was surprised at how much he liked his new van","34521"
"I really wanted to learn how to play drums | So I went out and bought myself a drum kit | Playing drums was really hard at first | But after a year I really got the hang of it | I'm really enjoying playing the drums now","15423"
"Greg never liked the snow as a child | As he got older he learned how to ski | He came to love the snow then | As he got older the cold began to bother his back | Greg now would rather stay near the warm fireplace","53421"
"The kids were playing outside | They all climbed onto the swing | They swung back and forth | As they got higher and higher, they all screamed | It was so fun being high in the air!","45321"
"Joe wanted to join the Army | He had to take a physical exam | He was afraid he would not pass | But after the test, the sergeant congratulated him | He welcomed Joe into the Army, saying he had passed!","12345"
"Nina loved to eat oranges and she attended a local elementary school | It was winter and many sicknesses were going around the school | In her class, all of her friends caught a bad cold and missed days | Nina ate an orange every day and never got sick | She had the best attendance record in her whole class","12435"
"Jane stole a twenty dollar bill from her mom's purse | Jane's mom looked everywhere for the twenty dollars, not finding it | Jane's mom finally asked Jane if she had seen the money | Jane began to feel badly about what she had done | Jane came clean and confessed the theft to her mom","43512"
"Jason went to a beach where there is typically no one | He went there to think about his love life, he needed a wife | He went inside an abandoned lighthouse and walked up the stairs | At the top level he saw a brunette in black shorts and red shirt | She was beautiful and Jason couldn't help but introduce himself","24351"
"Sebastian was an expert fly fisherman | He asked his nephew Cornelius to accompany him fishing one day | Cornelius flung the rod far back above his head | The hook pierced into Sebastian's ear | Sebastian vowed never to bring along his nephew fishing again","41253"
"Mary felt weak all of the time | She went to the doctor who ran some tests on her | A week later, the doctor told her that she had cancer | Mary was treated aggressively with the most modern drugs | She made a full recovery","52413"
"Tammy's husband was working part time at a startup | His startup was in a different city | Tammy was worried about having to move | Her husband's start off became successful | Tammy and her husband are moving to the city","32154"
"Mike was really excited about Black Friday this year | He was looking forward to picking up some more hard drives | He found a deal that gave 20% off one's first order at Jet | That put a five terabyte drive at under one hundred dollars | Mike couldn't resist placing an order for one","21435"
"Ray went for a walk outside | Halfway through the walk, it began to rain | Ray turned around and headed home | But still, he was soaking wet by the time he got there | Ray wished he had checked the weather forecast before walking","21435"
"Dan took his daughter's car to the auto repair shop | They told her the repair would cost more than the car was worth | Dan sadly told his daughter her car was not going to be repaired | His daughter informed Dan she had money saved and would fix it | His daughter happily paid to have her car repaired","35412"
