"original_story","reordered_story"
"Jenny's dog was hungry | Jenny went to feed the dog | Jenny realized there was no dog food | Jenny gave the dog leftover white rice | The dog ate and enjoyed the food","42315"
"Jay was pulled over for speeding | He was upset over the whole thing | The cop was going to give him a warning | Jay kept instigating and insulting | The cop decided to give jay a ticket after all","15342"
"Some stray dogs were in Joe's backyard | He yelled at them to leave but they wouldn't | He tried to scare them but the still wouldn't leave | He threw his shoe at them | One dog picked it up and ran away","31524"
"Lying in bed, Javier remembers that he didn't brush his teeth | He knows he should brush them before going to bed | He gets up and brushes his teeth | Then he returns to bed | Javier is glad he brushed his teeth","24135"
"The people were angry at the government | They wanted the laws to change | The people protested outside the capitol | The government was surprised at their passion | Eventually the government started to make changes","12453"
"Tim was changing his contact lenses | He accidentally dropped one on the floor | He looked around everywhere for it | It took him a long time to find it | By the time he finally got it the contact lens was too dry","43251"
"Ben was about to meet his girlfriend's parents for the first time | He felt nervous because they were very successful and he wasn't yet | That night, his girlfriend drove him to their house | Ben introduced himself to them, and they were kind and laid back | He was relieved that they were not like he expected","23415"
"Nat installed her new weather station with happy anticipation | It predicted a mostly sunny day for tomorrow | The day after had a forecast of clouds and high winds | The weather station then calmly predicted the apocalypse | Nat decided just looking outside was good enough after all","32514"
"Claire lived on a farm in Iowa | Her dad said a newborn pig was abandoned by its mother | Claire's dad let her keep the piglet in their house | She fed the milk from a tiny bottle | The piglet grew until it was able to go back outside to the pen","41235"
"Bob heard from a reliable co-worker that Diane was going to be fired | Bob wrestled with the decision whether to alert Diane to this news | Bob decided to tell her | He sent her an email letting her know her job was in jeopardy | Diane responded by telling Bob that she already secured another job!","43521"
"Jess needed new clothes | She told her mom | They went on a shopping spree | Jess was able to get new outfits | She was glad her mom took her","52413"
"Jim had his big grand opening dinner for his store that evening | He wanted it to be special and had worked hard on each detail | Jim became hungry, running around preparing, and ate a hot dog | He was all ready to go, got in his car, and his stomach lurched | Because of the bad hot dog, Jim had to miss his grand dinner","31524"
"I told my friend Jill about Sausage being gross | She didn't believe me | I researched and compiled all the articles on pork | Pork gives you cancer she squealed | I never saw her eat sausage again","25431"
"Liza was working upstairs when the smoke detector went off | She ran downstairs to find heavy smoke | She went into the kitchen and the dishwasher was on fire | She put the fire out with the fire extinguisher | No one was hurt but the dishwasher was destroyed","23145"
"I found one hundred dollars on the ground | I tried to figure out what I should do with it | I realized that if I bought lotto tickets, I could get more money | I bought 100 dollars worth of lotto tickets | I won nothing and realized I wasn't very smart with my money","41352"
"Molly kept the dog treats in a jar on the counter | Each morning both of her dogs got one treat each | One day when she came home from work the jar was broken on the ground | The dogs had eaten every treat | Molly kept the treats on top of the refrigerator from then on","12453"
"His truck died on the road | He got out and pushed it over to the side | As he sat there, he tried to find someone to call | He called his uncle | His uncle helped him push the truck to safety","15423"
"Matt loved working on his car | But he kept it in his garage because he lived in a dangerous area | One day, he had the car repainted and got new rims | But someone saw him driving it home | The person broke into Matt's garage and stole his car","23145"
"Brandy had a nice phone | Brandy's phone did not have a case | One day Brandy dropped her phone on the concrete | The phone screen broke in little pieces | Brandy bought a new phone with a case the next day","14235"
"I went to lunch with an old friend yesterday | I had a photo taken of us, using his phone | I asked my friend to email me the photo | He tried twice but I did not get the photo | Finally I gave him another email address and got the photo","52341"
"Amy and Beth went on a Hayride at the pumpkin patch | They had never been on one | As they rode Beth realized this was boring | When it ended they pretended like they had fun | They didn't want to disappoint Amy's mom who suggested the Hayride","51432"
"Tom was at work moving boxes | He tried picking one up that was too heavy | Tom's back went out on him | He had to go on unemployment | Tom's recovery took a long time","23451"
"One of my kidneys stopped working | When it stopped, it left a taste like pennies in my mouth | When the doctor ran scans, he could see my right kidney was huge | He said my left kidney was the size of a peanut | He told me the right kidney was trying to make up for it","14235"
"Charlie bought a new car | He was driving out of the dealership | He took a turn too fast and hit a car | His new car was extremely damaged | Charlie felt very badly about what he had done","42513"
"I ran my first half-marathon this fall | I spent many months training for the race | I hurt my back, and thought I couldn't run | My doctor gave me exercises to get stronger | On the day of the race, I finished with a personal best!","34215"
"Yesterday at the end of my work shift I was cleaning the store | After cleaning I noticed a woman sitting on the bench out front | I watched her lean over and lay down on the bench | She vomited all over and continued to lay on the bench | I quickly locked up the store and left","15243"
"When I was a little girl, I loved to play with Barbie dolls | Barbie had lots of clothes and accessories and things to do | She had jobs, hobbies, chores and dates that required a gown | Everything came easy for Barbie, one simply had to change her clothes | In real life, one cannot change clothes and assume another identity","21345"
"Joe bought a huge pack of gum | He shoved it all in his mouth and chewed it | Cierra told him a hilarious joke | The gum fell out of his mouth and onto the shag carpet | It made a huge mess and ruined the carpet","54321"
"Larry is a single man | He wants to change that | He heads to the bar | He sees three women there he likes | He is turned down by all of them","12435"
"I made sure to arrive early at the movies | It was the new star wars movie | I'm glad that I did arrive early | As soon as I got in line, everyone started to come | The line eventually got ridiculously long","14325"
"Ted took his entire family to the park for a fun day | The family decided to go canoeing down the park's main river | While in the canoe, Ted's youngest daughter fell out | Ted saw an alligator approaching as he tried to rescue his daughter | At the last moment, Ted got hold of his child and pulled her to safety","31542"
"Amy and her friends stayed up all night | They decided to see how long they could stay up | They were laying on the floor in Lynn's room talking | Before long Amy heard snoring | She looked over to see both of the girls fell asleep as she talked","51423"
"My family was on vacation in Florida | We had decided to spend the day taking a glass bottom boat tour | We got on the ship and headed downstairs | The entire trip the water was cloudy and we did not see much | We left the tour feeling disappointed","41523"
"Dan had a very fine cobblestone walkway | Some of the stones had started to jut out unevenly | Dan got out a shovel and leveled the dirt under them | He tamped them down gently to make them all match | Now the stones in Dan's walkway are all perfectly even","23451"
"Joe woke up to see that his car was snowed in | Joe put on his warm cloths to go outside | Joe went outside and got his snow shovel | Joe worked for a long time shoveling the snow | Joe was proud when he saw he had cleared his car out","24531"
"Benji wanted to adopt a new puppy for his birthday | Benji met with several different puppies at the shelter | Benjis favorite puppy  was a small black puppy with a wiggly tail | Benji decided to adopt the black puppy | Benji named his new puppy banjo","54213"
"Tamara wrote her first novel last year | And she managed to find a publisher to back her up | When she got home today, she was more than happy | There was a box waiting for her at her door | When she opened it, it was the first copy of her book","12354"
"helen loved all of her children but her oldest son was a problem | He was in and out of prison his whole life and Helen felt responsible | She was a good mother but he was just destined for problems | One day he came to his mother and apologized for disappointing her | He changed his ways after that and Helen could forgive herself","21345"
"Ray took a big sack of loose change to the bank to cash in | The teller wouldn't accept them unwrapped | Ray then went to a coin counting machine and tossed in his money | He got a printout of his money and handed it to the teller | The teller handed Ray back $50 in cash","12534"
"Jack didn't like his roommate | Jack's roommate is very rude all the time | Jack deals with it anyways | However Jack roommate went too far by leaving his clothes everywhere | Jack had to kick his roommate out","35124"
"Denise got hit by a car | She sued the driver | She got a huge settlement | Denise retired and moved to the beach | Her fortune was worth the pain!","51234"
"The dog went to its bowl | There was no water in it | The dog whimpered really loudly | The owner saw the bowl | The owner refilled the dog's water bowl","23415"
"Alan's class watched a video about world hunger | Alan was moved and really wanted to do something to help | He started a local food bank and began providing meals to the needy | He knew it wasn't fixing the world, but it was a step | Within a month he had helped provide over a thousand meals!","53124"
"Arnold was scared of pigs | He would nearly faint at the thought of a pig | One day he was eating a strange meat he liked very much | He was told he was eating pork | Arnold puked","25341"
"Jamie was walking down the street at night | She was humming a tune to herself | The sound of breaking glass stopped her in her tracks | A fear gripped her and she started walking faster | There had been an accident behind her, and she could have helped","42315"
"Scott wants to go to Asia | His grandparents live there | He has never been to Asia before | He is a little hesitant but bought a ticket to fly there | In less than a month he will be meeting new family members!","41253"
"Joe played tennis | He got to his match and saw he popped strings on his racquet | Joe could not play his match | He had to buy a new racquet | Joe won the first match he played with his new racquet","12534"
"Bob was feeling lucky so he went to a casino | The tables were mostly empty so he had his choice of games | He sat down to play poker | The first hand he had won $500 | Bob bet it all on the next hand and lost everything","35241"
"I made Celery Soup for a picnic | Everyone thought it was disgusting | This hurt my feelings a lot | I was crying in my car when I heard a knock | It was my friend saying that my celery stew made perfect bird feed","52341"
"The people loved Halloween | They bought boxes of decoration | They couldn't wait to put them all out | When October started, they covered their yard with spooky things | The decorations look great!","31542"
"Dan had been writing in Starbucks for the past few days | He notices that he spends a lot of money on coffee | Dan decides to stay at home to write | Although he is more lonely, he saves more money | Dan is glad that he is saving money by skipping Starbucks","21435"
"Victor has switched majors again | He's in his junior year, and this is the third time | He's still on track to graduate on time, somehow | But it's been difficult what with switching majors so many times | We're all hoping that he doesn't do it again","23451"
"Tom owns a deli downtown | He got a call that the health inspector was walking into his deli | He was nervous because he didn't have any warning | The last thing he wanted was for his deli to be shut down | The health inspector found two violations but the deli remained open","14523"
"In 1985 I went to the dentist for a series of fillings | I had not gone in years | It took a year before I was done | In 1987 a cap started bothering me | The dentist had to pull my tooth, after all that work","13542"
"Holly wanted so much to become a famous poet | At college she became friends with Matt and Dee | Dee was jealous that Matt liked Holly's poem so much | Holly had no interest in Matt, Dee, or their poems | After graduation, Dee left Matt for a novelist","43251"
"Lizzie was a first year communications major | Her favorite professor assigned the students a special project | They were to create a web show, and produce several episodes | Lizzie was very nervous, but her brother promised to help out | Her first show received lots of views, and was a big success!","21534"
"The couple planned an anniversary trip | They went to Vegas and ate and drank a lot | They went to casinos and dressed up | It was a fun trip | They couldn't wait to do it again!","12435"
"Mark moved out of his parent's house into a town house | He soon discovered all the things that he now had to do himself | Paying for cable and internet was always something Mark's mom did | He shopped around and got both, adding a eighty dollar bill monthly | Mark called his mom to thank her for all she has done for him","25341"
"The movie was boring | The man turned to the person seated behind him | He started a conversation | Someone else joined in | Soon everyone in the theater was talking","51423"
"George had an innate gift for music | His teacher couldn't believe how quickly he learned | But George preferred to watch television instead of practice | Eventually everyone gave up on trying to coax him to practice | Years later, George looked back with shame at what he had squandered","13542"
"Jane was playing basketball | It was against her brother | She had never beat him before | This time she got one lucky shot in | It wasn't enough and she still lost, but less so","43152"
"After the wedding ceremony, everyone went to the reception | I went to the bar for a drink and started to eat food | All of a sudden, two people were arguing at each other | One of the people ended up punching the other | Their families had to break the fight up","12354"
"Lucy needed a new dress | She was happy to go shopping | When she got to the store she was pretty happy | She picked up a cute red dress | When she picked up the dress it fit great","31542"
"Susie played bingo | She played every day she could | One day she won | She couldn't believe it | She won a car","34521"
"Maria was snowboarding with friends | She always had trouble getting off the end of the lift | This time was nothing new | Maria tried to get off but got stuck on the seat | They had to stop the lift and help her get down","23415"
"Reen has a neighbor who lives alone | So every time she sees the neighbor she smiles at her | But the neighbor never smiles back | One day Rene worked up the nerve to ask her why she doesn't smile | The neighbor just gave her a weird look and walked away","52134"
"I had noticed that my cats seemed kind of bored | Having an over abundance of cardboard around I decided to use it | I got out the hot glue gun and scissors and got to cutting and gluing | Hours passed but I did eventually make something usable | My cats, naturally, completely ignored my hard work to sleep elsewhere","54132"
"Angela went to her grandmother's house for Thanksgiving | The whole family was there | She talked to her family members before dinner | Grandma told everyone dinner was done and to come eat | The entire family sat around the table for one big meal","21534"
"Martha owed money for a bill and was out of time | She was completely broke and needed help | Reluctantly she began calling churches around town | To her delight one offered to pay her bill | Thanks to their help she was able to catch up on her bills","54213"
"Leah sat straight up in bed | She'd had a terrifying dream | Leah often had nightmares, but this one was especially horrible | She got a glass of warm milk and tried to relax | Leah swore to not watch scary movies before bed anymore","23145"
"I wanted to win the channel nine pizza contest | I listened to the trivia questions every day at noon | I google the answers every time I heard their questions | Friday I called in with the correct answer to the trivia contest | My answer won the free pizza contest so now I am a winner","41253"
"Adrian went out with her friends | She spent a lot of money using her father's credit card | The total amount she spent was $440 | The credit card company called her father to mention an overdraft | He scolded Adrian and took away her card","23415"
"Josh was so excited about his new phone | When it came in he added all his favorite apps | He bought a new case | Then as he was out one day, he dropped it face down | Josh shattered his phone within hours of getting it","51342"
"Chris has been working very hard at work | His manager has recognized his overtime and commitment | Chris gets called into his manager's office | Chris receives a promotion | Chris celebrates with his friends","23154"
"Sally was counting the tiles in her bathroom | She just learned to count above ten | Hey brother ran into the room and started to yell random numbers | Sally tried to keep concentration | She hated her brother the rest of the day","15234"
"Joe was moving out and needed some cardboard boxes | Joe asked his friends and family for boxes | His mom had a lot of boxes | She gave him some | He gathered enough boxes to move all his stuff","52143"
"Ronald had a very big sponge | One day, he decided he would use it | Then, he realized that he could not actually find it | He searched for hours and couldn't find it | Finally, after many hours, he found it in the kitchen","45123"
"I went to a party the other night | I got to see all my friends | We played really fun games and watched TV | They're going to throw another party next weekend | I will definitely be there for that party","31425"
"Grace decided she needed a hobby to keep herself in shape | She thought that skipping rope would be a good hobby | At first Grace tripped a few times while skipping rope | However, over time, she improved | Grace was happy that she had found a good hobby","24513"
"Monty put a live snake in his friends locker | His friend jumped in fright when he saw it | Monty fell to the ground laughing at his friend | His friend threw the snake on Monty | Monty jumped up in surprise","53241"
"Gary entered his first chess tournament last week | He was intimidated by the big names of some of the participants | He lost his focus and lost the first two game | His coach told him to focus on the chess board and not on the player | Gary took his coach's advice and won all the remaining games","54312"
"Jordyn just started middle school | She was nervous but excited | She met a boy on the bus the first day | They hit it off and became friends | This boy was her new crush","15423"
"Sara bought a camera with her tax return | She wanted to become a photographer to make extra money | Sara began practicing her photography | She got good at taking pictures | Now Sara has a successful photography business","42153"
"Valerie and her mother decided to make blueberry pie | They went to a local farm | They picked a lot of blueberries | They worked hard to make the pie | It was delicious","41235"
"Tom was preparing for bed late one night | He suddenly heard a scream from the apartment next to his | He ran outside, approaching the other apartment door | He banged on the door | When the door was opened, Tom learned he had heard their television!","24153"
"When I visited Quito, I decided that I wanted to go to the zoo | It was an hour out of town and it was complicated to get there | I realized I didn't think about how I was going to get home | I met a couple of English speaking people and they drove there | Fortunately they offered to take me home and I arrived back safe","51342"
"Selene was a happy girl with two parents | During a storm, both parents were killed in a car accident | Selene had to go and stay with her grandparents in Wyoming | She was very sad and lonely the first year | Selene eventually grew to love her grandparents and make many friends","32145"
"Lila felt really alone | She had just switched schools | She didn't know anyone | She decided to join the school paper | She made a lot of new friends there","12345"
"David had to go to court | He stood in front and made his vow | He was very anxious and stuttered | The judge said he was guilty | He had to pay a fine","12453"
"Brian went to a supermarket | He needed some fruits | He took some apples and put it into his pocket | Somebody saw him | He was forced to pay for it","51342"
"In 2013 my sister in law went to Atlantic City | She went to see the Long Island Medium | The trip was a disaster, as the bus broke down | She got in late, but was able to see the performance | She said she would never ride a bus to Atlantic City again","12345"
"Tina wanted to make a southern meal | She decided on making some okra | The recipe looked good | So she went and cooked it | It was delicious","41235"
"The couple laid on a blanket outside | They enjoyed seeing the stars | They looked for constellations | When the sky got too cloudy, the went inside | They loved their romantic, star-gazing nights","21354"
"Emmie was at the pumpkin patch picking her very first pumpkin | She wanted to have the biggest pumpkin in the family | Just as she thought she had one she saw her brother's even bigger one | She looked further around the field | Finally she found one perfect massive pumpkin","52314"
"Amy was pleased to find a good parking spot at work | At her desk her friend informed her glue leaks onto cars in that spot | On her break Amy checked her car | There was a substance on the hood | When wiped off the substance scratched her paint","12543"
"We are trying to buy girl scout cookies | Our children and relatives are all grown up | We asked all of our friends and neighbors, to no avail | We resorted to buying the cookies online | I cannot wait for the cookies to arrive","54321"
"Tom is a builder looking for work | Unfortunately, he has not had any success with his search | Tom began to feel discouraged and desperate | One night, there was a terrible fire at the local church | Tom's expertise was sought to make repairs and was quickly hired","12453"
"Zach hadn't shaved in weeks | He had a big, bushy beard | His wife told him she hated it | He refused to shave | Zach's beard was a problem in their relationship","13245"
"My niece has an old laptop | She was going off to college and bought a new laptop | She gave the old one to her dad but it was password protected | She was having trouble breaking the password | She was going to bring it to me to fix, but forgot","24153"
"Wendy was trying to find the perfect gift for her mother birthday | She went to the mall | She went to the farmers market | And she even went shopping online | Wendy decided to just make her mother a birthday gift","51423"
"I was down at the new Amsterdam | Staring at this yellow haired girl | Mr Jones strikes up a conversation | He said she was beautiful | I asked her out and she said yes","12453"
"Bill went to the mall to buy clothes | A mall vendor stopped Bill as he went to the clothes store | He tried to sell Bill a candle but Bill resisted him | Bill left and bought his clothes | He felt bad about the vendor so he returned and bought a candle","13425"
"JoAnne was at the bus stop on Valentine's Day | She was surprised she didn't get flowers at work | She was wondering if her husband forgot about the holiday | A car pulled up right before the bus came | The driver was her husband with a bouquet of flowers","24153"
"John was determined to get some work done | He sat at his desk to avoid distractions | He worked for five hours straight | He felt better about his giant to do list | John felt most productive when he was working in a good environment","32145"
"A man wanted a new car color | He asked his friends what color | They said blue | He took it to the shop | It got painted blue","54213"
"My son bought me a glockenspiel for my birthday | It looks like xylophone, but has black keys | It was pretty easy to play | The keys had the notes engraved on them | I play my glockenspiel every day","35214"
"Tom was dating a girl | They had a few issues | Eventually she came out as an addict | Tom tried to deal with it | Unfortunately it was too much","14235"
"Tara wanted to make more money | She decided that she would buy vending machines | She bought some and put them in various locations | After a year she made enough money to quit her normal job | Today Tara is very wealthy from her vending machines","43152"
"Christy's car broke down on her way home from college | She was frustrated having to repair her car again so soon | Christy called her parents to tell them she would be home late | Her parents had a surprise for Christy | When she got home there was a car in the driveway with a bow on it","12453"
"Sally was out having drinks with friends | She had forgotten to eat all day | She felt a little bit dizzy after her second drink | Her friend Jill took Sally home | Sally thanked Jill for taking care of her the next day","32154"
"It was a beautiful day at the beach | The sun was bright and the water crystal blue | The children were enjoying the warm ocean | All of a sudden there was a large object swimming in the water | I realized it was just a harmless manatee","51423"
"The first time I saw him I was watching TV | He quickly scurried across the floor right in front of me | I chased that little rat for nearly a half hour | Eventually I gave up and went back to sitting on the couch | I gave him the name Frank and still see him from time to time","34521"
"When AJ was 4, his uncle bought him a cart full of toys at the store | Then they went to some woman's house so AJ could play with her son | AJ was told not to take any toys inside, but his uncle let him anyway | They spent the night, rushing out the next morning without any toys | AJ was told never to mention any of it to his Aunt","23415"
"Arnold has never had the chicken pox | He was thirty three years old and felt like he would never get it | One day he woke up with spots all over his face | He denied it was chicken pox and went to work anyways | He found out it was chicken pox when he gave it to three people","24135"
"Mae woke up sick, with a fever and a cough | She went to school anyway, in hopes that she'd see Theo | They had lunch together, but Theo remarked she didn't look well | Mae nodded and then threw up all over Theo's sweater vest | After changing into his gym shirt, he drove her home","25341"
"Siegfried had a dog named Levantine | Levantine could catch a frisbee in mid-air | One day Siegfried threw the frisbee into a dirty pond | Levantine chased after it, covering him in mud | Levantine ran back to the car, and tracked mud everywhere","45213"
"I wanted to paint my car black | I sanded my car down, and fixed any dents with bondo or fiberglass | I sprayed my car with primer to prep it | Then I painted my car with some nice black paint | My car now had a very nice black paint job","21453"
"Billy had a client that was very difficult | He hated every time he met with the client | Billy asked his boss to transfer the client to another worker | Another worker took over Billy's case | Billy's co-worker regretted taking over the case","34521"
"Tim cared about the environment | He always took his own bag grocery shopping | He saved hundreds of plastic bags by himself | It seemed like a small difference | But the numbers show a huge payoff","13245"
"Joey sat by a pond holding a sandwich | His phone rang and he put his sandwich on a rock to answer | He talked for five minutes with a dear friend | When he disconnected, the sandwich was gone | After looking around him, he finally saw it at the bottom of the pond","41325"
"Sally tried to fit into her old jeans | She had them for the past 10 years | But she has grown over time | She pulled and tugged and the jeans | They ended up ripping in half","31245"
"Time was ticking down | They only had a few more second to score a goal | They skated down the ice as fast as they could | The puck was passed to a player and he shot | The puck went past the goalie into the net as the clock expired","34512"
"Kate, Liz, and 2 friends were driving to Las Vegas | Originally it was supposed to be 2 people | Now there were four people in an economy sized vehicle | Kate realized she needed to pretend this wasn't a problem | She realized she needed try to be nice for the sake of the trip","12345"
"The boy is 12 years old, and he has speech Apraxia | Today he went to his speech therapist | They laughed about how tall he's getting, and he wasn't nervous after | He made a new friend with the therapist | Afterward, he said he really enjoyed his new friend","32451"
"Ray got fired from his job for being late all the time | He was dejected | Then he went to the temp agency to get a new job | When they found him a place, he made himself a promise | He was never going to be late again!","34215"
"Mo decided to throw a party at his house | He purchased several pizzas and lots of beer | Waiting for his guests to arrive, Mo drank all of the beer | When his guests arrived, Mo could barely stand | Mo's guests made Mo eat a whole pizza to sober up","51234"
"Tallon met a girl on the bus | They talked about anime | They talked about characters | They felt they were like a couple that got married in a show | They got married in real life","21354"
"Ben asked his mom to bring a snack home | She said she would stop on her way home from work | He was so happy when she came in | He looked to see what she had brought | She had brought home a dozen donuts!","53142"
"A cloud formed in the sky | It turned dark gray | The people in the town noticed | They all went inside | They were safe from the bad storm","24531"
"It was Kelly's first day at her new job | She was very excited | As excited as she was ,she was also nervous | Thankfully when she got there her nerves subsided | She was looking forward to going back","15342"
"Rachel heard crawling noises in the living room | A roach was flying around the light | She was extremely scared and ran away | She woke up her brother, in order for him to kill it | He took out a broom and was able to hit it","31254"
"Brenda wanted to be class president more than anything | Unfortunately Brenda was not very popular | But she worked very hard on her campaign | Her popular opponent did not campaign at all | Brenda lost the election in a landslide","51432"
"Joe was a hard working man | He did every job he was assigned with excellence | He never complained while on the job about anything | Joe's boss noticed his great work ethic and attitude | Joe received a big promotion and pay raise","31254"
"Amanda was taking an advanced reading class | The teacher asked for the students to finish a novel by tomorrow | Amanda got home and forgot about the assignment for hours | It was bedtime when she remembered she was suppose to be reading | Amanda stayed up all night and finished the novel on time","23415"
"Andrew has always wanted to have his own website | He decides to learn how to design and create websites | He studies very hard and asks advice of some of his friends | Finally he launches a website with pictures of his dog | Andrew is very proud that he has his own website","25341"
"Charlie is a detective for the local police force | He was called to a scene to investigate a burglary | Once there, he saw an awesome clue | The burglar left his wallet at the scene | He identified the burglar immediately with his ID","23541"
"Chloe loved the book she was reading | She was excited to know what happened next | As she read a page she tried to imagine | Her imagination got too out of hand | She went three pages without remembering what she read","34521"
"Shay was very mean | She decided to treat people better | She started paying attention to her anger triggers | Then she worked through them carefully | Soon, Shay was much calmer - and nicer!","15243"
"Eli was the star quarterback for the Cyclones | He had more touchdowns than any quarterback ever | He was proud of his accomplishments | He went to local schools to speak about his success | The kids all looked up to him","41523"
"The fruit tree made it easier on the land | Willie would always say we had a fruit tree in the yard | Willie would go through all the aspects of having to pick apples | One day an inspector came to the house | At the end, there was no apple tree and insurance went up high","23514"
"Bella was very pale | She wanted a suntan | She went to the park and stretched out on a chair | Then she relaxed in the sun for a few hours | When she left, her skin was a summery golden brown!","43251"
"Jan liked to play basketball | Her birthday was coming up | Jan asked her parents for a basketball goal | Jan was given a basketball goal for her birthday | She began practicing at her house everyday","12534"
"We lived in a condo in Brighton for years | In 1993 I saw a neighbor in the ambulance | I asked my neighbors what happened | His new girlfriend's ex came by and beat him up | He did not press charges ","43251"
"Jake lived in northern California | There was a bad earthquake about 100 miles from him | He knew something was strange when his bed shook | He turned on the news and learned about the aftershocks | Jake was calm and thought it was interesting","25134"
"Giles made a new year's resolution to exercise more | He purchased a gym membership with an annual term | Giles began going twice a week, once for legs and once for arms | Giles lost his motivation to get to the gym around mid-year | Giles canceled the membership when the term was up","52341"
"Mrs Allen is a new teacher | She was nervous about her first day | She came in the class and said hello to all of the students | Everything went smoothly | She was very happy","15234"
"Joey is out at the beach with his friends | They were all going into the ocean | Except Joey he didn't go in | His friends asked him why he wouldn't go in | Joey embarrassingly told them he couldn't swim","23415"
"The first time I lived with a stranger was my freshman year of college | She had a very dominant personality and I had a very submissive one | For a long time we clashed and couldn't really get along | The second semester we stopped speaking to each other | The next year, I decided to live with a friend instead","35124"
"Ben is playing ball | He is playing hard | His team is losing by one basket | He attempts to make the shot and is pushed down | Ben falls to the ground missing the shot and his loses a tooth","51423"
"Sam's neck had been hurting recently | It was attributed to his bad posture at work | He decided to buy a neck rest for his chair | Sam installed the neck rest on his chair when it arrived | His neck no longer hurt with the added support","51243"
"Henry was up to bat in the bottom of the 9th inning | He was the last chance for his team to win | The first pitch was a wild pitch | Henry watched the second pitch as it approached the plate | He swung with all of his might and hit the winning home run","51243"
"Billy was happily playing with his toy truck in the street | Someone called the cops on the autistic adult | Billy's therapist tried to calm the situation down | One of the cops shot the therapist | He later apologized, explaining he was aiming for Billy","12345"
"It was the end of an era | John and Jim were moving out of their old place | They had lived their all throughout college | The move was bittersweet | The new house was going to be great","41532"
"Mary had an essay that was due in 12 hours | She delayed writing what she initially wanted | She knew her ideas were not good enough and kept thinking | Four hours passed of brainstorming and debating | With little time left, Mary wrote about her initial ideas","45231"
"Hannah skipped her history class two days in a row | Because of this, the teacher gave her a note | The note explained that she had to go to detention | Hannah showed up for the detention and did her homework | Afterwords, she was glad to be done with it","54213"
"Gina was getting on the highway | She could see the traffic was barely moving | And as she approached the on-ramp signal stood red | Gina sat at the red light for 2 minutes before getting a green one | Finally she was able to get on the highway to drive home","23451"
"A bomb was about to go off | The forces tried to deactivate it | They called in a specialist | The specialist tried really hard | He succeeded at it","31452"
"Evans had to charge his phone every day | One day, he could not find his charger | He searched everywhere but it was simply missing | He went to his friends house to charge his phone | Then, he remembered his charger was at work","14235"
"Joey loves poker | Saturday he went to play on his poker team | Joey came in first place and won a spot in the WSOP | Joey made his arrangements to fly to Vegas | Joey experienced his dream playing in the WSOP","51234"
"Kevin was watching tv | But he couldn't find a show that he liked | He continuously flipped through channels | And after 10 minutes of searching, he didn't give up | An hour later, Kevin was angry about how much time he wasted","21354"
"We left early on a sunday, flying out of Atlanta | Once there, we quickly went to our apartment we had rented | It was a nice apartment, downtown in San Juan | Before long we decided to go out and get something to eat | The food there was spectacular!","34152"
"Lily decided to go out to her favorite tea house for lunch | She got there and ordered a pot of tea and cucumber sandwiches | She drank her tea and ate her food, enjoying the people around her | She paid for her food and left and went home | Lily decided to make this a new once a week tradition","32145"
"Thompson was always afraid of crocodiles | He knew they had a lot of teeth | One day, he traveled to Florida | Suddenly, he saw a crocodile | After that, he wasn't feared of crocodiles","53124"
"Keith was working in his yard | The wind began to blow hard | Several limbs fell from the trees in his yard | Keith decided it was dangerous to stay outside | He went inside to wait out the storm","12345"
"Becky loved climbing | She decided to climb a mountain one state over | Becky trained for weeks to prepare for the climb | On the day of the climb, she reached the mountain peak | Becky felt proud for achieving her goal","53241"
"Ross finished reading his novel | He decided he wanted to buy another book to read | He rode his bike to the local bookstore | He browsed all the new books | He picked out a mystery novel and bought it","31245"
"Harrison really liked writing poetry | He saw a poetry competition and decided to join | They spent all week preparing for the event | He performed and everyone enjoyed the shoe | He ended up taking home the prize, a free backpack","43215"
"Dave invited Mike to join the work basketball team | Mike didn't know how to play basketball | Mike went to the library to check out a book on basketball | Mike learned the rules of the game | Mike accepted Dave's invitation to join the work basketball team","32145"
"Fred almost always watches TV after he and his wife cook dinner | One night Fred decides it would be nice if he washed the dishes | His wife is overcome with joy that he offers to wash them | Fred notices that washing the dishes isn't so bad | He decides to wash the dishes every day instead of watching TV","43215"
"It was a very dry and hot summer day | Ryuu felt like he was melting in the heat | He went to the kitchen to grab a watermelon and coconut water | Ryuu sat on his porch, sweating | He took a big bite of watermelon while enjoying the sunset","31245"
"Wallace stole $20 dollars from her boyfriend's wallet last week | He eventually got over it and threw a party at his house | Everyone decided to bring food and he was grilling chicken | There was one piece of grilled chicken left when Wallace came | Although he wasn't hungry, Wallace's boyfriend took it","12453"
"Nina was missing a very dear old friend intensely | She hadn't seen him in years and didn't know where he was | She started making research on the Internet | She found out that he had a blog and left a message there for him | He answered back right away, and they renewed their friendship","42351"
"Jeff worked a night shift and could never find parking after work | His apartment lot was supposed to have a spot for everyone | Jeff figured out other tenants were telling friends to park | He thought he could put a chair in his spot and keep it for sure | But after his next shift he found his spot was still taken","12345"
"Liz's fuel gauge was broken | She didn't realize it at the time | It wasn't until her car stopped on the side of the road | The mechanic told her the problem | She had it fixed within a week","15432"
"Rod proposed to his girlfriend | He did it properly, on bended knee | But she was shocked by his proposal | She said she needed more time to think | Later, she declined Rod's proposal","23451"
"The woman gave birth | She had a baby boy | She wanted a baby girl | She was disappointed when they told her | The husband was happier with the gender","13524"
